"","plot","HNO","DWTOTALLEAF","DWMSL","DWLBR","DWTOTALSTEM","DWAP","DWGP","DWMP","DWPOD","WHOLE","geno","DAP","site"
"2551","405",1,0.632,0.627,0.005,0.127,NA,NA,NA,0,0.759,"RIJC220",21,2
"2552","405",8,14.6,NA,14.6,33.87,0.089,2.55,NA,2.639,51.109,"RIJC220",70,2
"2553","406",1,0.4155,0.4155,NA,0.0731,NA,NA,NA,0,0.4886,"RIJC147",21,2
"2554","406",2,2,1.71,0.29,0.66,NA,NA,NA,0,2.66,"RIJC147",28,2
"2555","406",3,6.55,5.53,1.02,1.84,NA,NA,NA,0,8.39,"RIJC147",35,2
"2556","406",4,11.604,7.541,4.063,5.23,NA,NA,NA,0,16.834,"RIJC147",42,2
"2557","406",5,12.074,6.363,5.711,11.153,NA,NA,NA,0,23.227,"RIJC147",49,2
"2558","406",6,14.82,NA,14.82,17.44,NA,NA,NA,0,32.26,"RIJC147",56,2
"2559","406",7,23.56,NA,23.56,20.96,NA,NA,0.028,0.028,44.548,"RIJC147",63,2
"2560","406",8,15.97,NA,15.97,20.37,NA,NA,NA,0,36.34,"RIJC147",70,2
"2561","407",8,18.86,NA,18.86,19.36,0.125,NA,NA,0.191,38.411,"RIJC327",70,2
"2562","407",2,2.12,1.7973,0.3227,0.7504,NA,NA,NA,0,2.8704,"RIJC327",28,2
"2563","407",7,15.9,NA,15.9,12.31,NA,0.08,NA,0.08,28.29,"RIJC327",63,2
"2564","408",1,1.0972,1.0972,NA,0.2148,NA,NA,NA,0,1.312,"RIJC334",21,2
"2565","408",2,5.5313,3.3838,2.1475,2.0884,NA,NA,NA,0,7.6197,"RIJC334",28,2
"2566","408",3,13.112,5.607,7.505,5.874,NA,NA,NA,0,18.986,"RIJC334",35,2
"2567","408",6,22.81,NA,22.81,28.71,NA,NA,NA,0,51.52,"RIJC334",56,2
"2568","408",7,27.03,NA,27.03,36.42,NA,NA,NA,0,63.45,"RIJC334",63,2
"2569","408",8,27.29,NA,27.29,63.05,NA,NA,NA,0,90.34,"RIJC334",70,2
"2570","408",4,25.063,8.468,16.595,13.479,NA,NA,NA,0,38.542,"RIJC334",42,2
"2571","408",5,23.75,NA,23.75,18.88,NA,NA,NA,0,42.63,"RIJC334",49,2
"2572","409",8,7.08,NA,7.08,10.81,0.205,NA,NA,2.333,20.223,"RIJC015",70,2
"2573","41",11,8.72,NA,8.72,70.04,12.63,NA,6.85,19.68,98.44,"RIJC236",111,1
"2574","41",4,16.38,8.77,7.61,8.1,NA,NA,NA,0,24.48,"RIJC236",34,1
"2575","41",10,34.3,NA,34.3,48.6,0.322,NA,59.99,60.312,143.212,"RIJC236",76,1
"2576","410",7,33.11,NA,33.11,30.16,NA,NA,NA,0,63.27,"RIJC081",63,2
"2577","410",8,33.66,NA,33.66,25.62,NA,NA,NA,0,59.28,"RIJC081",70,2
"2578","410",6,13.11,3.45,9.66,7.053,NA,NA,NA,0,20.163,"RIJC081",56,2
"2579","411",1,0.272,0.272,NA,0.0502,NA,NA,NA,0,0.3222,"RIJC017",21,2
"2580","411",2,0.9957,0.9269,0.0688,0.2704,NA,NA,NA,0,1.2661,"RIJC017",28,2
"2581","411",3,4.312,1.79,2.522,0.773,NA,NA,NA,0,5.085,"RIJC017",35,2
"2582","411",4,11.365,9.491,1.874,1.423,NA,NA,NA,0,12.788,"RIJC017",42,2
"2583","411",5,5.469,2.626,2.843,2.439,NA,NA,NA,0,7.908,"RIJC017",49,2
"2584","411",7,7.63,NA,7.63,3.61,NA,NA,NA,0,11.24,"RIJC017",63,2
"2585","411",8,4.65,NA,4.65,3.1,NA,NA,NA,0,7.75,"RIJC017",70,2
"2586","411",6,7.664,3.316,4.348,4.09,NA,NA,NA,0,11.754,"RIJC017",56,2
"2587","412",7,12.17,NA,12.17,13.09,NA,NA,NA,0,25.26,"RIJC235",63,2
"2588","412",8,6.03,NA,6.03,8.19,NA,NA,NA,0,14.22,"RIJC235",70,2
"2589","413",6,15.36,NA,15.36,11.09,NA,NA,NA,0,26.45,"RIJC070",56,2
"2590","413",8,18.95,NA,18.95,24.08,0.148,NA,NA,0.668,43.698,"RIJC070",70,2
"2591","414",1,0.93,0.8756,0.0544,0.156,NA,NA,NA,0,1.086,"RIJC248",21,2
"2592","414",2,2.77,1.98,0.79,0.87,NA,NA,NA,0,3.64,"RIJC248",28,2
"2593","414",3,7.667,2.254,5.413,3.494,NA,NA,NA,0,11.161,"RIJC248",35,2
"2594","414",4,22.561,8.002,14.559,11.607,NA,NA,NA,0,34.168,"RIJC248",42,2
"2595","414",5,18.562,3.884,14.678,11.425,NA,NA,NA,0,29.987,"RIJC248",49,2
"2596","414",6,15.97,NA,15.97,11.49,NA,NA,NA,0,27.46,"RIJC248",56,2
"2597","414",7,25.46,NA,25.46,21.91,NA,NA,NA,0.063,47.433,"RIJC248",63,2
"2598","414",8,15.04,NA,15.04,21.94,NA,NA,NA,0,36.98,"RIJC248",70,2
"2599","415",8,12.17,NA,12.17,18.06,NA,NA,NA,0,30.23,"RIJC326",70,2
"2600","415",6,12.98,NA,12.98,10.22,NA,NA,NA,0,23.2,"RIJC326",56,2
"2601","415",3,7.679,4.669,3.01,2.262,NA,NA,NA,0,9.941,"RIJC326",35,2
"2602","415",1,0.4583,0.4583,NA,0.107,NA,NA,NA,0,0.5653,"RIJC326",21,2
"2603","416",4,12.741,7.255,5.486,3.519,NA,NA,NA,0,16.26,"RIJC324",42,2
"2604","416",5,13.609,6.807,6.802,8.705,NA,NA,NA,0,22.314,"RIJC324",49,2
"2605","416",7,42.81,NA,42.81,35.96,NA,NA,NA,3.536,82.306,"RIJC324",63,2
"2606","416",9,3.209,NA,3.209,30.1,NA,NA,NA,0,33.309,"RIJC324",91,2
"2607","416",6,23.37,NA,23.37,17.66,NA,NA,NA,0.427,41.457,"RIJC324",56,2
"2608","416",1,0.3882,0.3882,NA,0.0617,NA,NA,NA,0,0.4499,"RIJC324",21,2
"2609","416",8,14.56,NA,14.56,17.18,NA,NA,NA,0.353,32.093,"RIJC324",70,2
"2610","416",3,2.4325,1.863,0.5695,0.671,NA,NA,NA,0,3.1035,"RIJC324",35,2
"2611","417",5,9.344,5.675,3.669,4.617,NA,NA,NA,0,13.961,"RIJC066",49,2
"2612","417",2,1.458,1.1175,0.3405,0.3903,NA,NA,NA,0,1.8483,"RIJC066",28,2
"2613","417",7,15.21,NA,15.21,8.38,NA,NA,NA,0.128,23.718,"RIJC066",63,2
"2614","417",4,12.56,9.52,3.04,3.49,NA,NA,NA,0,16.05,"RIJC066",42,2
"2615","417",6,20.666,7.342,13.324,11.631,NA,NA,NA,0,32.297,"RIJC066",56,2
"2616","417",1,0.5217,0.5217,NA,0.1174,NA,NA,NA,0,0.6391,"RIJC066",21,2
"2617","417",8,9.13,NA,9.13,7.92,0.06,0.07,NA,0.13,17.18,"RIJC066",70,2
"2618","417",3,11.858,5.793,6.065,2.642,NA,NA,NA,0,14.5,"RIJC066",35,2
"2619","418",1,1.3726,1.3726,NA,NA,NA,NA,NA,0,1.3726,"CAL",21,2
"2620","418",3,7.689,3.476,4.213,4.121,NA,NA,NA,0,11.81,"CAL",35,2
"2621","418",4,11.573,3.958,7.615,5.642,NA,NA,NA,0,17.215,"CAL",42,2
"2622","418",5,17.766,4.724,13.042,11.616,NA,NA,NA,0,29.382,"CAL",49,2
"2623","418",6,12.77,NA,12.77,11.38,NA,NA,NA,0,24.15,"CAL",56,2
"2624","418",7,32.68,NA,32.68,24.93,NA,NA,NA,0.385,57.995,"CAL",63,2
"2625","418",8,14.13,NA,14.13,21.75,NA,NA,NA,0.401,36.281,"CAL",70,2
"2626","418",9,2.339,NA,2.339,16.25,1.211,NA,1.315,2.526,21.115,"CAL",91,2
"2627","419",3,3.92,2.78,1.14,1.38,NA,NA,NA,0,5.3,"RIJC240",35,2
"2628","419",1,0.7805,0.7805,NA,0.1524,NA,NA,NA,0,0.9329,"RIJC240",21,2
"2629","419",2,1.919,1.689,0.23,0.501,NA,NA,NA,0,2.42,"RIJC240",28,2
"2630","42",1,0,NA,NA,0.0298,NA,NA,NA,0,0.0298,"RIJC145",13,1
"2631","42",2,0.5859,0.5859,NA,0.0985,NA,NA,NA,0,0.6844,"RIJC145",20,1
"2632","42",3,1.58,1.54,0.04,0.356,NA,NA,NA,0,1.936,"RIJC145",27,1
"2633","42",4,6.202,3.663,2.539,2.621,NA,NA,NA,0,8.823,"RIJC145",34,1
"2634","42",5,11.126,5.69,5.436,5.549,NA,NA,NA,0,16.675,"RIJC145",41,1
"2635","42",6,33.872,11.218,22.654,18.77,NA,NA,NA,0.141,52.783,"RIJC145",48,1
"2636","42",8,39.243,6.413,32.83,32.72,NA,NA,NA,5.362,77.325,"RIJC145",62,1
"2637","42",11,2.21,NA,2.21,39.4,8.21,0.54,48.58,57.33,98.94,"RIJC145",92,1
"2638","420",2,1.0372,0.8682,0.169,0.2683,NA,NA,NA,0,1.3055,"RIJC241",28,2
"2639","420",8,42.26,NA,42.26,27.12,NA,NA,NA,0.198,69.578,"RIJC241",70,2
"2640","420",5,9.4,3.66,5.74,4.279,NA,NA,NA,0,13.679,"RIJC241",49,2
"2641","420",7,40.29,NA,40.29,22.76,NA,NA,NA,0,63.05,"RIJC241",63,2
"2642","420",6,20.99,4.678,16.312,10.12,NA,NA,NA,0,31.11,"RIJC241",56,2
"2643","420",3,2.61,2.344,0.266,0.564,NA,NA,NA,0,3.174,"RIJC241",35,2
"2644","421",3,6.638,4.439,2.199,2.156,NA,NA,NA,0,8.794,"RIJC048",35,2
"2645","421",4,18.636,8.635,10.001,7.79,NA,NA,NA,0,26.426,"RIJC048",42,2
"2646","421",6,10.63,NA,10.63,9.89,NA,NA,NA,0,20.52,"RIJC048",56,2
"2647","421",8,13.84,NA,13.84,20.61,NA,NA,NA,0,34.45,"RIJC048",70,2
"2648","421",1,0.7646,0.7646,NA,0.1129,NA,NA,NA,0,0.8775,"RIJC048",21,2
"2649","421",5,16.83,NA,16.83,11.28,NA,NA,NA,0,28.11,"RIJC048",49,2
"2650","421",2,1.6384,1.3634,0.275,0.4247,NA,NA,NA,0,2.0631,"RIJC048",28,2
"2651","421",7,29.44,NA,29.44,22.57,NA,NA,NA,0,52.01,"RIJC048",63,2
"2652","422",3,8.936,3.735,5.201,4.297,NA,NA,NA,0,13.233,"RIJC069",35,2
"2653","422",4,21.078,6.676,14.402,10.217,NA,NA,NA,0,31.295,"RIJC069",42,2
"2654","422",6,25.75,NA,25.75,30.6,NA,NA,NA,0.069,56.419,"RIJC069",56,2
"2655","422",5,21.971,4.347,17.624,17.288,NA,NA,NA,0,39.259,"RIJC069",49,2
"2656","422",1,0.6625,0.5226,0.1399,0.1413,NA,NA,NA,0,0.8038,"RIJC069",21,2
"2657","422",8,11.49,NA,11.49,35.2,0.766,NA,NA,1.357,48.047,"RIJC069",70,2
"2658","422",2,3.2276,2.2545,0.9731,0.9122,NA,NA,NA,0,4.1398,"RIJC069",28,2
"2659","423",1,0.3279,0.3279,NA,0.0595,NA,NA,NA,0,0.3874,"RIJC214",21,2
"2660","423",2,1.829,1.3375,0.4915,0.5022,NA,NA,NA,0,2.3312,"RIJC214",28,2
"2661","423",3,6.588,1.995,4.593,1.919,NA,NA,NA,0,8.507,"RIJC214",35,2
"2662","423",4,14.659,4.926,9.733,5.811,NA,NA,NA,0,20.47,"RIJC214",42,2
"2663","423",5,12.368,2.481,9.887,5.973,NA,NA,NA,0,18.341,"RIJC214",49,2
"2664","423",6,12.2,1.48,10.72,8.22,NA,NA,NA,0,20.42,"RIJC214",56,2
"2665","423",7,6.18,NA,6.18,4.92,NA,NA,NA,0,11.1,"RIJC214",63,2
"2666","423",8,10.29,NA,10.29,14.68,NA,NA,NA,0,24.97,"RIJC214",70,2
"2667","424",4,31.93,7.47,24.46,5.69,NA,NA,NA,0,37.62,"RIJC027",42,2
"2668","424",6,23.65,NA,23.65,14.99,6.24,NA,NA,6.24,44.88,"RIJC027",56,2
"2669","424",2,2.4535,1.0674,1.3861,0.7172,NA,NA,NA,0,3.1707,"RIJC027",28,2
"2670","424",8,20.38,NA,20.38,13.55,NA,NA,NA,0,33.93,"RIJC027",70,2
"2671","424",5,16.981,5.585,11.396,8.117,NA,NA,NA,0,25.098,"RIJC027",49,2
"2672","424",3,9.23,4.265,4.965,1.948,NA,NA,NA,0,11.178,"RIJC027",35,2
"2673","424",7,41.84,NA,41.84,33.22,NA,NA,NA,0,75.06,"RIJC027",63,2
"2674","424",1,0.2582,0.2582,NA,0.0493,NA,NA,NA,0,0.3075,"RIJC027",21,2
"2675","425",3,10.568,3.036,7.532,5.462,NA,NA,NA,0,16.03,"TM4",35,2
"2676","425",1,0.9147,0.879,0.0357,0.2214,NA,NA,NA,0,1.1361,"TM4",21,2
"2677","425",2,2.5207,2.0015,0.5192,1.0276,NA,NA,NA,0,3.5483,"TM4",28,2
"2678","425",4,14.952,6.663,8.289,9.393,NA,NA,NA,0,24.345,"TM4",42,2
"2679","425",9,0,NA,NA,12.601,0.392,NA,NA,12.268,24.869,"TM4",91,2
"2680","425",6,11.39,NA,11.39,13.18,NA,NA,NA,2.742,27.312,"TM4",56,2
"2681","425",8,4.69,NA,4.69,16.47,NA,NA,NA,7.878,29.038,"TM4",70,2
"2682","425",7,8.63,NA,8.63,15.91,NA,NA,NA,13.959,38.499,"TM4",63,2
"2683","425",5,6.057,3.204,2.853,4.523,NA,NA,NA,0,10.58,"TM4",49,2
"2684","426",3,10.605,4.85,5.755,5.162,NA,NA,NA,0,15.767,"RIJC264",35,2
"2685","426",5,28.143,8.8525,19.2905,13.5305,NA,NA,NA,0,41.6735,"RIJC264",49,2
"2686","426",7,33.29,NA,33.29,40.62,NA,NA,NA,12.614,86.524,"RIJC264",63,2
"2687","426",11,0.45,NA,0.45,30.14,0.753,0.116,NA,7.641,38.231,"RIJC264",83,2
"2688","426",1,0.8671,0.8671,NA,0.1977,NA,NA,NA,0,1.0648,"RIJC264",21,2
"2689","426",6,30.25,NA,30.25,34.16,NA,NA,NA,8.41,72.82,"RIJC264",56,2
"2690","426",2,3.8926,3.1072,0.7854,1.5083,NA,NA,NA,0,5.4009,"RIJC264",28,2
"2691","426",8,16.57,NA,16.57,41.44,2.198,11.771,NA,21.097,79.107,"RIJC264",70,2
"2692","427",3,4.58,2.17,2.41,3.04,NA,NA,NA,0,7.62,"RIJC205",35,2
"2693","427",4,11.61,3.32,8.29,8.82,NA,NA,NA,0,20.43,"RIJC205",42,2
"2694","427",6,10.25,NA,10.25,20.3,NA,NA,NA,0,30.55,"RIJC205",56,2
"2695","427",8,7.74,NA,7.74,25.99,NA,NA,NA,0,33.73,"RIJC205",70,2
"2696","427",5,7.75,1.838,5.912,9.408,NA,NA,NA,0,17.158,"RIJC205",49,2
"2697","427",1,0.3352,0.3352,NA,0.1127,NA,NA,NA,0,0.4479,"RIJC205",21,2
"2698","427",7,22.29,NA,22.29,51.32,0.33,2.43,NA,2.76,76.37,"RIJC205",63,2
"2699","427",2,2.109,1.309,0.8,0.87,NA,NA,NA,0,2.979,"RIJC205",28,2
"2700","428",3,4.487,3.03,1.457,1.423,NA,NA,NA,0,5.91,"RIJC367",35,2
"2701","428",5,20.113,4.933,15.18,15.214,NA,NA,NA,0,35.327,"RIJC367",49,2
"2702","428",6,12.23,1.75,10.48,11.7,NA,NA,NA,0,23.93,"RIJC367",56,2
"2703","428",7,13.29,NA,13.29,15.85,NA,NA,NA,0,29.14,"RIJC367",63,2
"2704","428",8,22.03,NA,22.03,34.75,NA,NA,NA,0.376,57.156,"RIJC367",70,2
"2705","429",7,13.125,NA,13.125,14.13,NA,NA,NA,0,27.255,"RIJC255",63,2
"2706","429",8,16.13,NA,16.13,23.4,NA,NA,NA,0,39.53,"RIJC255",70,2
"2707","429",6,16.203,NA,16.203,12.735,NA,NA,NA,0,28.938,"RIJC255",56,2
"2708","43",1,0,NA,NA,0.031,NA,NA,NA,0,0.031,"RIJC234",13,1
"2709","43",6,28.197,8.417,19.78,13.18,NA,0.287,NA,0.287,41.664,"RIJC234",48,1
"2710","43",9,27.63,NA,27.63,59.71,0.312,NA,NA,39.401,126.741,"RIJC234",69,1
"2711","43",5,10.378,2.416,7.962,4.899,NA,NA,NA,0,15.277,"RIJC234",41,1
"2712","43",11,9.639,NA,9.639,42.56,NA,0.124,10.149,14.604,66.803,"RIJC234",104,1
"2713","43",7,12.445,4.495,7.95,15.31,NA,NA,NA,0,27.755,"RIJC234",55,1
"2714","43",10,15.64,NA,15.64,31.67,0.2,NA,NA,14.84,62.15,"RIJC234",76,1
"2715","43",3,2.24,2.105,0.135,0.519,NA,NA,NA,0,2.759,"RIJC234",27,1
"2716","43",2,0.93205,0.913,0.01905,0.1626,NA,NA,NA,0,1.09465,"RIJC234",20,1
"2717","430",1,0.428,0.428,NA,0.0799,NA,NA,NA,0,0.5079,"TM5",21,2
"2718","430",4,32.778,9.973,22.805,20.613,NA,NA,NA,0,53.391,"TM5",42,2
"2719","430",8,51,NA,51,69.78,1.4,4.95,NA,6.35,127.13,"TM5",70,2
"2720","430",6,18.176,6.52,11.656,16.6,NA,NA,NA,0,34.776,"TM5",56,2
"2721","430",5,13.844,5.764,8.08,10.928,NA,NA,NA,0.418,25.19,"TM5",49,2
"2722","430",7,44.31,NA,44.31,44.96,NA,NA,NA,5.825,95.095,"TM5",63,2
"2723","431",5,12.053,4.869,7.184,7.095,NA,NA,NA,0,19.148,"RIJC238",49,2
"2724","431",2,2.2711,1.7412,0.5299,0.6941,NA,NA,NA,0,2.9652,"RIJC238",28,2
"2725","431",7,23.21,NA,23.21,15.52,NA,NA,NA,0.626,39.356,"RIJC238",63,2
"2726","431",4,14.893,6.405,8.488,7.009,NA,NA,NA,0,21.902,"RIJC238",42,2
"2727","431",6,19.67,NA,19.67,16.46,NA,NA,NA,0.884,37.014,"RIJC238",56,2
"2728","431",1,0.764,0.7507,0.0133,0.1372,NA,NA,NA,0,0.9012,"RIJC238",21,2
"2729","431",8,25.41,NA,25.41,22.645,0.3,0.8,NA,1.1,49.155,"RIJC238",70,2
"2730","431",3,11.559,4.833,6.726,2.637,NA,NA,NA,0,14.196,"RIJC238",35,2
"2731","432",1,0.1497,0.1497,NA,0.0374,NA,NA,NA,0,0.1871,"RIJC230",21,2
"2732","432",7,17.3,NA,17.3,11.2,NA,NA,NA,0.387,28.887,"RIJC230",63,2
"2733","432",4,23.659,13.344,10.315,4.876,NA,NA,NA,0,28.535,"RIJC230",42,2
"2734","432",2,1.29,1.16,0.13,0.21,NA,NA,NA,0,1.5,"RIJC230",28,2
"2735","432",8,32.91,NA,32.91,34.95,0.64,0.91,NA,1.55,69.41,"RIJC230",70,2
"2736","432",3,12.06,7.69,4.37,3.2,NA,NA,NA,0,15.26,"RIJC230",35,2
"2737","433",1,0.2433,0.2433,NA,0.0616,NA,NA,NA,0,0.3049,"RIJC352",21,2
"2738","433",5,10.863,5.247,5.616,7.401,NA,NA,NA,0,18.264,"RIJC352",49,2
"2739","433",7,21.7,NA,21.7,17.35,NA,NA,NA,0.183,39.233,"RIJC352",63,2
"2740","433",4,19.49,12.26,7.23,8.43,NA,NA,NA,0,27.92,"RIJC352",42,2
"2741","433",9,7.37,NA,7.37,48.4,0.347,NA,NA,0.347,56.117,"RIJC352",91,2
"2742","433",6,20.58,NA,20.58,17.73,NA,NA,NA,0.431,38.741,"RIJC352",56,2
"2743","433",8,25.1,NA,25.1,29.37,NA,NA,NA,0.078,54.548,"RIJC352",70,2
"2744","433",3,3.453,3.161,0.292,1.241,NA,NA,NA,0,4.694,"RIJC352",35,2
"2745","433",2,3.0731,2.645,0.4281,0.86175,NA,NA,NA,0,3.93485,"RIJC352",28,2
"2746","434",1,0.3199,0.3199,NA,0.0801,NA,NA,NA,0,0.4,"RIJC073",21,2
"2747","434",2,1.9806,1.6288,0.3518,0.7239,NA,NA,NA,0,2.7045,"RIJC073",28,2
"2748","434",8,16.37,NA,16.37,30.27,NA,NA,NA,0,46.64,"RIJC073",70,2
"2749","434",4,12.859,3.967,8.892,7.449,NA,NA,NA,0,20.308,"RIJC073",42,2
"2750","434",7,15.45,NA,15.45,22.56,NA,NA,0.641,0.641,38.651,"RIJC073",63,2
"2751","434",5,22.73,NA,22.73,17.78,NA,NA,NA,0,40.51,"RIJC073",49,2
"2752","434",3,6.116,3.192,2.924,2.337,NA,NA,NA,0,8.453,"RIJC073",35,2
"2753","435",3,5.267,3.488,1.779,1.848,NA,NA,NA,0,7.115,"RIJC146",35,2
"2754","435",1,0.115,0.115,NA,0.0431,NA,NA,NA,0,0.1581,"RIJC146",21,2
"2755","435",2,1.5932,1.322,0.2712,0.4439,NA,NA,NA,0,2.0371,"RIJC146",28,2
"2756","435",6,11.11,NA,11.11,11.56,NA,NA,NA,0,22.67,"RIJC146",56,2
"2757","435",7,19.77,NA,19.77,17.75,NA,NA,NA,0,37.52,"RIJC146",63,2
"2758","435",5,7.42,2.381,5.039,4.839,NA,NA,NA,0,12.259,"RIJC146",49,2
"2759","436",1,0.2107,0.2107,NA,0.0333,NA,NA,NA,0,0.244,"RIJC261",21,2
"2760","436",2,1.4102,1.1542,0.256,0.4194,NA,NA,NA,0,1.8296,"RIJC261",28,2
"2761","436",7,30.17,NA,30.17,15.33,NA,NA,NA,0,45.5,"RIJC261",63,2
"2762","436",4,14.44,7.095,7.345,3.831,NA,NA,NA,0,18.271,"RIJC261",42,2
"2763","436",3,6.452,4.169,2.283,1.384,NA,NA,NA,0,7.836,"RIJC261",35,2
"2764","436",6,20.05,NA,20.05,15.31,NA,NA,NA,0,35.36,"RIJC261",56,2
"2765","436",5,17.602,5.235,12.367,7.983,NA,NA,NA,0,25.585,"RIJC261",49,2
"2766","436",8,21.68,NA,21.68,16.99,NA,NA,NA,0,38.67,"RIJC261",70,2
"2767","437",1,0.3152,0.3152,NA,0.0507,NA,NA,NA,0,0.3659,"RIJC374",21,2
"2768","437",2,1.8994,1.5343,0.3651,0.6332,NA,NA,NA,0,2.5326,"RIJC374",28,2
"2769","437",3,2.694,2.073,0.621,0.772,NA,NA,NA,0,3.466,"RIJC374",35,2
"2770","437",6,15.16,NA,15.16,14.53,NA,NA,NA,0,29.69,"RIJC374",56,2
"2771","437",8,7.15,NA,7.15,19.04,0.089,NA,NA,0.497,26.687,"RIJC374",70,2
"2772","437",4,12.339,5.154,7.185,7.171,NA,NA,NA,0,19.51,"RIJC374",42,2
"2773","437",5,9.709,3.759,5.95,5.331,NA,NA,NA,0,15.04,"RIJC374",49,2
"2774","438",11,25.97,NA,25.97,10.5,NA,NA,NA,0,36.47,"RIJC254",NA,2
"2775","439",3,6.295,3.725,2.57,1.905,NA,NA,NA,0,8.2,"RIJC035",35,2
"2776","439",5,15.318,4.594,10.724,10.628,NA,NA,NA,0,25.946,"RIJC035",49,2
"2777","439",7,14.05,NA,14.05,12.05,NA,NA,NA,0,26.1,"RIJC035",63,2
"2778","439",8,23.71,NA,23.71,28.96,NA,0.01,NA,0.01,52.68,"RIJC035",70,2
"2779","439",4,11.758,4.321,7.437,4.097,NA,NA,NA,0,15.855,"RIJC035",42,2
"2780","439",1,0.2696,0.2696,NA,0.0758,NA,NA,NA,0,0.3454,"RIJC035",21,2
"2781","439",6,23.007,NA,23.007,18.127,NA,NA,NA,0,41.134,"RIJC035",56,2
"2782","439",2,1.8881,1.4048,0.4833,0.535,NA,NA,NA,0,2.4231,"RIJC035",28,2
"2783","44",10,40.94,NA,40.94,57.3,0.247,NA,NA,9.741,107.981,"RIJC255",76,1
"2784","44",11,8.789,NA,8.789,67.21,4.355,NA,7.605,11.96,87.959,"RIJC255",106,1
"2785","44",4,4.12,2.75,1.37,2.4,NA,NA,NA,0,6.52,"RIJC255",34,1
"2786","440",1,0.7212,0.6986,0.0226,0.219,NA,NA,NA,0,0.9402,"TM1",21,2
"2787","440",2,4.5896,3.0398,1.5498,1.6691,NA,NA,NA,0,6.2587,"TM1",28,2
"2788","440",8,7.3,NA,7.3,35.43,2.763,NA,NA,30.49,73.22,"TM1",70,2
"2789","440",4,20.33,5.16,15.17,12.94,NA,NA,NA,0,33.27,"TM1",42,2
"2790","440",7,23.87,NA,23.87,29.14,3.415,NA,NA,22.777,75.787,"TM1",63,2
"2791","440",5,22.389,5.711,16.678,22.298,NA,NA,NA,3.098,47.785,"TM1",49,2
"2792","440",3,13.558,5.44,8.118,7.531,NA,NA,NA,0,21.089,"TM1",35,2
"2793","441",7,7.88,NA,7.88,6.52,NA,NA,NA,0,14.4,"RIJC046",63,2
"2794","441",2,1.6957,1.5761,0.1196,0.6155,NA,NA,NA,0,2.3112,"RIJC046",28,2
"2795","441",6,36.62,NA,36.62,28.78,NA,NA,NA,0.397,65.797,"RIJC046",56,2
"2796","441",8,9.89,NA,9.89,16.84,0.15,NA,NA,0.292,27.022,"RIJC046",70,2
"2797","442",8,14.9,NA,14.9,14.61,NA,NA,NA,0,29.51,"RIJC019",70,2
"2798","442",6,11.32,NA,11.32,6.5,NA,NA,NA,0,17.82,"RIJC019",56,2
"2799","442",7,24.27,NA,24.27,21.48,NA,NA,NA,0,45.75,"RIJC019",63,2
"2800","443",2,1.7307,1.6215,0.1092,0.4723,NA,NA,NA,0,2.203,"RIJC021",28,2
"2801","443",8,5.47,NA,5.47,28.31,7.45,NA,NA,12.68,46.46,"RIJC021",70,2
"2802","443",5,9.319,3.854,5.465,5.648,NA,NA,0.421,0.421,15.388,"RIJC021",49,2
"2803","443",7,20.97,NA,20.97,21.33,1.703,NA,NA,23.013,65.313,"RIJC021",63,2
"2804","443",6,19.02,NA,19.02,16.09,0.099,NA,NA,7.252,42.362,"RIJC021",56,2
"2805","443",4,10.573,7.192,3.381,4.358,NA,NA,NA,0.042,14.973,"RIJC021",42,2
"2806","444",3,3.574,2.416,1.158,0.983,NA,NA,NA,0,4.557,"RIJC136",35,2
"2807","444",4,7.701,3.259,4.442,3.305,NA,NA,NA,0,11.006,"RIJC136",42,2
"2808","444",6,28.83,NA,28.83,24.16,NA,NA,NA,0,52.99,"RIJC136",56,2
"2809","444",8,14.81,NA,14.81,23.42,NA,NA,NA,0,38.23,"RIJC136",70,2
"2810","444",1,0,NA,NA,NA,NA,NA,NA,0,0,"RIJC136",21,2
"2811","444",5,9.54,4.839,4.701,4.701,NA,NA,NA,0,14.241,"RIJC136",49,2
"2812","444",2,2.3014,1.3342,0.9672,0.5675,NA,NA,NA,0,2.8689,"RIJC136",28,2
"2813","444",7,4.64,NA,4.64,4.52,NA,NA,NA,0,9.16,"RIJC136",63,2
"2814","445",3,15.5,6.24,9.26,7.68,NA,NA,NA,0,23.18,"TM3",35,2
"2815","445",4,21.314,7.433,13.881,11.732,NA,NA,NA,0,33.046,"TM3",42,2
"2816","445",6,21.51,NA,21.51,27.5,NA,NA,NA,11.7,60.71,"TM3",56,2
"2817","445",8,9.81,NA,9.81,25.49,9.26,4.78,NA,14.04,49.34,"TM3",70,2
"2818","445",11,0.49,NA,0.49,19.74,0.63,0.07,40.93,41.63,61.86,"TM3",83,2
"2819","445",5,18.66,NA,18.66,18.08,NA,NA,2.951,2.951,39.691,"TM3",49,2
"2820","445",1,0.3726,0.3726,NA,0.0975,NA,NA,NA,0,0.4701,"TM3",21,2
"2821","445",7,19.75,NA,19.75,24.1,NA,28.02,NA,28.02,71.87,"TM3",63,2
"2822","445",2,1.8168,1.2822,0.5346,0.5393,NA,NA,NA,0,2.3561,"TM3",28,2
"2823","446",1,0.2017,0.2017,NA,0.0484,NA,NA,NA,0,0.2501,"JAM",21,2
"2824","446",2,2.5532,2.1998,0.3534,0.7217,NA,NA,NA,0,3.2749,"JAM",28,2
