HNO,plot,DWTOTALLEAF,DWMSL,DWBL,TOTALSTEM,DWAP,DWGP,DWPOD,DWMP,WHOLE
7,468,,,26.12,18.84,,,,,
8,468,,,37.46,48.53,,,,,
9,468,,,4.61,50.37,0,,0,,
1,469,,0.428,*,0.0941,,,,,
2,469,,1.554,0,0.423,0,,0,,
3,469,,5.763,2.693,3.186,,,,,
4,469,,6.202,3.122,3.869,,,,,
5,469,,6.361,4.541,5.853,,,,,
6,469,,,26.09,26.83,0.087,,6.289,,
7,469,,,32.84,32.65,0.961,,5.147,,
8,469,,,26.19,40.3,1.449,,7.254,,
9,469,,,4.995,41.57,0.643,,,0.362,
1,470,,0.1871,,0.0548,,,,,
2,470,,0.7751,0.0923,0.2433,,,,,
4,470,,5.231,2.93,2.634,,,,,
5,470,,,14.73,9.57,,,,,
6,470,,,26.24,25.56,0,,0.08,,
7,470,,,34.72,58.2,1.58,,9.81,,
1,471,,0.156,*,0.0506,,,,,
2,471,,1.753,0.2116,0.5701,,,,,
4,471,,7.04,8.67,9.09,,,,,
5,471,,,16.71,12.26,,,1.509,,
6,471,,,15.61,16.09,,,3.36,,
7,471,,,15.56,17.95,,,0.844,,
8,471,,,13.43,22.02,0.717,,1.588,,
9,471,,,.,56.89,2.248,,,0,
7,472,,,19.36,14.53,,,,,
8,472,,,14.53,23.1,0.01,0.06,,,
1,473,,0.1108,,0.0302,,,,,
3,473,,6.424,5.949,4.284,,,,,
4,473,,4.469,0.562,1.535,,,,,
5,473,,5.867,3.746,5.181,,,,,
6,473,,4.932,5.402,7.288,,,,,
7,473,,,7.981,2.824,,,,,
8,473,,,19.82,15.83,,,,,
7,474,,4.645,0.891,5.602,,,,,
8,474,,,16.67,30.44,,,3.086,,
9,474,,,8.32,53.37,1.419,,1.67,,
2,475,,0.616,0.596,0.32,0,,0,,
4,475,,6.527,1.941,2.212,,,,,
6,475,,,28.814,24,,,2.571,,
7,475,,,21.12,14.26,,,,,
8,475,,0,17.82,22.92,0,,0,,
1,476,,0.1521,*,0.0391,,,,,
2,476,,1.3205,0.0752,0.3832,,,,,
3,476,,7.855,3.605,2.86,,,,,
4,476,,5.01,6.82,5.71,,,,,
5,476,,,11.91,7.11,,,,0.464,
6,476,,,27.11,33.44,0.132,,3.581,,
7,476,,,12.32,13.89,0.212,,0.85,,
8,476,,,11.02,19.24,0.122,,0.654,,
9,476,,,15.06,60.33,0.141,,0.549,,
1,477,,0.2447,*,0.0513,,,,,
2,477,,1.592,0.1718,0.5676,,,,,
3,477,,2.73,1.284,0.93,,,,,
4,477,,2.709,5.026,3.521,,,,,
5,477,,5.131,14.719,9.029,,,,,
6,477,,,14.02,9.9,,,,,
7,477,,,14.31,11.21,,,,,
8,477,,,8.51,9.77,,,,,
5,478,,6.316,8.681,8.241,,,,,
6,478,,,20.1,13.42,,,0.019,,
7,478,,,16.56,12.75,,,,,
8,478,,,11.45,11.14,0.11,0,,,
1,479,,0.1387,*,0.048,,,,,
3,479,,3.719,1.382,1.745,,,,,
4,479,,6.79,15.18,10.57,,,,,
5,479,,3.898,8.528,7.735,,,,,
6,479,,,13.1,11,0,,,,
7,479,,,26.33,21.9,0,0,0,,
8,479,,,12.85,11.44,,,,,
1,480,,0.1155,*,0.0253,,,,,
2,480,,1.235,0.17,0.359,0,,0,,
3,480,,1.934,2.511,1.933,,,,,
5,480,,3.532,8.545,4.945,,,,,
5,480,,3.335,15.226,13.567,,,,,
6,480,,,18.11,19.64,0,,0.015,,
7,480,,,24.85,23.12,,,,,
8,480,,,13.71,27.24,0.25,0,0.688,,
9,480,,,,34.562,,,,,
4,488,,10.161,14.588,8.501,,,,,
6,490,,,25.98,36.51,2.35,,71.64,,
5,NA,,4.847,3.059,3.786,,,,,
11,NA,,,0,2.936,0.197,0,,17.009,
5,121,,4.131,7.807,6.423,,,,,
5,121,,2.773,10.23,9.631,,,,,
1,216,,0.0473,,0.0115,,,,,
11,D1,,,3.261,30.439,1.676,0,,33.098,
1,D1,,0.0708,,,,,,,
1,D1,,,,0.009,,,,,
10,D1,,,30.19,47.14,0.12,,84.93,,
2,D1,,0.1319,*,0.0219,,,,,
3,D1,,1.309,0.011,0.33,,,,,
4,D1,,2.89,0.541,1.179,,,,,
5,D1,,4.968,3.764,4.001,,,,,
6,D1,,7.076,9.41,10.03,,,0.337,,
7,D1,,8.78,14.07,23.81,,,4.748,,
8,D1,,5.831,17.27,29.55,,,16.52,,
9,D1,,,24.54,37.14,0.109,,39.05,,
11,D11,,,4.951,33.64,3.717,0,,5.422,
1,D11,,0.0763,,,,,,,
1,D11,,,,0.0098,,,,,
2,D11,,0.3412,*,0.0466,,,,,
3,D11,,1.021,*,0.192,,,,,
4,D11,,3.109,0.396,1.197,,,,,
5,D11,,4.461,2.59,3.919,,,,,
6,D11,,7.606,10.23,10.77,,,,,
7,D11,,6.764,9.01,16.32,,,0.884,,
8,D11,,5.314,20.68,37.99,,,6.53,,
9,D11,,,24.57,34.33,0.213,,30.564,,
11,D13,,,0.853,14.107,0,0,,52.53,
1,D13,,,,0.018,,,,,
1,D13,,0.1005,,,,,,,
10,D13,,,12.42,18.15,0.303,,35.39,,
2,D13,,0.5963,0.0144,0.1084,,,,,
3,D13,,1.141,0.032,0.314,,,,,
4,D13,,2.757,1.341,2.218,,,,,
5,D13,,3.978,2.33,4.717,,,,,
6,D13,,5.871,13.23,17.85,,,,4.312,
7,D13,,5.418,12.19,20.7,,,21.771,,
8,D13,,1.761,12.49,17.65,,,53.11,,
9,D13,,,9.57,23.58,0,,55.67,,
11,D14,,,0.088,9.61,0.91,0,16.98,,
11,D14,,,1.233,13.076,1.245,0,,34.043,
1,D14,,0.0818,,0.0101,,,,,
10,D14,,,15,21.91,0.063,,45.61,,
2,D14,,0.2276,*,0.0408,,,,,
3,D14,,2.498,1.265,1.464,,,,,
4,D14,,3.566,1.155,1.656,,,,,
5,D14,,0.324,8.213,3.185,,,,,
6,D14,,8.093,8.69,10.49,,,0.808,,
7,D14,,8.407,22.79,26.71,,,8.245,,
8,D14,,3.439,10.91,21.25,,,13.825,,
11,D15,,,0,13.147,0.288,0.426,,38.641,
1,D15,,0.0161,,0.0034,,,,,
2,D15,,0.096,*,0.0222,,,,,
3,D15,,0.5048,0.0957,0.135,,,,,
4,D15,,0.906,1.071,0.828,,,,,
5,D15,,0.772,6.06,4.404,,,,,
6,D15,,1.578,10.17,9,,,0.795,,
7,D15,,1.87,16.75,18.48,,,7.289,,
9,D15,,,22.17,30.47,0.491,,34.586,,
11,D16,,,1.89,12.8,0.536,0,,43.98,
1,D16,,0.1054,,0.0177,,,,,
10,D16,,,9.14,21.1,1.759,,74.9,,
2,D16,,0.5479,*,0.1004,,,,,
3,D16,,2.435,1.258,1.74,,,,,
4,D16,,2.531,1.444,1.926,,,,,
5,D16,,2.98,3.16,3.739,,,,,
6,D16,,4.291,5.74,6.93,,,2.829,,
7,D16,,2.342,9.6,11.97,,,8.308,,
8,D16,,1.874,16.84,23.85,,,35.636,,
9,D16,,,9.27,13,2.43,,44.2,,
11,D17,,,11.819,35.641,2.002,,,48.7,
1,D17,,0.0827,,0.0016,,,,,
10,D17,,,12,33.86,0.121,,55.89,,
2,D17,,0.293,*,0.0393,,,,,
3,D17,,2.309,,1.509,,,,,
4,D17,,2.876,0.251,1.296,,,,,
5,D17,,4.186,6.37,4.268,,,,,
6,D17,,7.177,6.08,9.11,,,0.753,,
7,D17,,7.569,9.52,14.17,,,4.851,,
8,D17,,5.748,9.45,20.89,,,12.173,,
9,D17,,,14.39,26.01,,,21.565,,
11,D18,,,6.635,29.72,2.401,0.058,24.79,,
1,D18,,0.0731,,0.0102,,,,,
10,D18,,,23.97,38.27,1.539,,50.5,,
2,D18,,0.4013,*,0.0507,,,,,
3,D18,,2.43,,1.491,,,,,
4,D18,,2.802,0.374,1.032,,,,,
5,D18,,4.305,2.34,3.819,,,,,
6,D18,,6.971,2.5,4.2,,,,,
7,D18,,4.36,15.16,22.75,,,2.632,,
8,D18,,4.556,13.74,27.8,,,7.878,,
9,D18,,,25,39.23,0.245,,22.803,,
11,D19,,,,,4.81,,4,4.8,
1,D19,,0.0477,*,0.0097,,,,,
10,D19,,,4.29,15.35,0.339,,53.41,,
2,D19,,0.4351,*,0.0693,,,,,
3,D19,,2.64,1.41,1.676,,,,,
4,D19,,1.749,1.285,1.421,,,,,
5,D19,,5.122,6.372,7.28,,,,,
5,D19,,3.441,8.26,10.533,,,,,
6,D19,,4.011,9.92,4.13,,,3.919,,
7,D19,,3.27,12.48,16.33,,,8.975,,
8,D19,,1.73,9.79,23.08,,,12.36,,
9,D19,,,12.57,26.13,1.569,,31.443,,
11,D2,,,10.841,69.26,19.295,0,,63.06,
1,D2,,,,0.011,,,,,
10,D2,,,14.99,25.3,1.016,,38.71,,
2,D2,,0.2926,*,0.0412,,,,,
3,D2,,2.178,1.25,1.406,,,,,
4,D2,,2.898,0.446,1.163,,,,,
5,D2,,1.717,1.52,1.172,,,,,
6,D2,,9.239,11.08,11.11,,,,,
7,D2,,4.182,13.54,15.94,,,0.825,,
8,D2,,7.925,18.905,27.58,,,11.015,,
9,D2,,,22.84,33.72,4.458,,17.795,,
1,D20,,0.0192,,0.005,,,,,
2,D20,,0.2019,0.0118,0.0286,,,,,
3,D20,,2.098,1.657,1.469,,,,,
4,D20,,1.621,2.717,1.486,,,,,
5,D20,,1.936,5.5,4.293,,,,,
6,D20,,2.665,12.52,8.1,,,0.259,,
7,D20,,1.031,10.58,11.29,,,1.568,,
11,D21,,,32.71,77.99,3.39,,0.29,75.74,
1,D21,,0.0654,,0.0077,,,,,
10,D21,,,27.26,35.12,0.195,,63.47,,
2,D21,,0.2202,*,0.0387,,,,,
3,D21,,2.117,,1.468,,,,,
4,D21,,2.335,0.334,0.852,,,,,
5,D21,,4.723,2.31,3.651,,,,,
6,D21,,5.779,2.64,4.12,,,0.137,,
7,D21,,4.201,15.88,17.65,,,4.561,,
8,D21,,2.525,12.75,23.19,1.577,,17.228,,
9,D21,,,18.68,26.97,0.964,,32.651,,
1,D22,,0.0452,,,,,,,
1,D22,,,,0.0061,,,,,
2,D22,,0.115,*,0.027,,,,,
4,D22,,0.704,0.211,0.316,,,,,
5,D22,,0.653,2.72,2.099,,,,,
6,D22,,1.488,8.26,4.39,,,0.44,,
7,D22,,1.618,14.464,12.193,,,0.996,,
11,D23,,,2.92,30.64,2.65,,0,52.12,
1,D23,,0.1093,,0.0111,,,,,
2,D23,,0.2833,,0.1738,,,,,
3,D23,,2.289,1.312,1.477,,,,,
4,D23,,2.658,0.286,0.992,,,,,
5,D23,,3.183,3.44,3.599,,,,,
6,D23,,2.368,9.51,8.72,,,,,
7,D23,,6.166,13.11,14.83,,,0.953,,
8,D23,,4.27,11.99,20.15,,,4.776,,
9,D23,,,28.73,38.93,0.899,,24.304,,
1,D24,,,,0.0052,,,,,
1,D24,,0.0847,,,,,,,
1,D24,,0.0422,,,,,,,
2,D24,,0.1616,,0.034,,,,,
3,D24,,0.359,0.103,0.099,,,,,
4,D24,,1.264,1.497,0.845,,,,,
5,D24,,1.438,5.891,3.732,,,,,
6,D24,,2.677,7.6,3.6,,,0.151,,
7,D24,,2.12,27.79,15.11,,,2.445,,
11,D25,,,2.914,31.6,0.854,0.021,,74.13,
1,D25,,,,0.0092,,,,,
1,D25,,0.062,,,,,,,
10,D25,,,14.29,20.36,2.214,,45.96,,
2,D25,,0.2992,,0.0488,,,,,
3,D25,,0.8,*,0.183,,,,,
4,D25,,3.229,0.427,1.346,,,,,
5,D25,,4.929,1.09,2.736,,,,,
6,D25,,0.98,1.24,3.76,,,0.34,,
7,D25,,9.156,10.17,20.19,,,5.482,,
8,D25,,5.166,4.66,14.55,,,10.05,,
11,D26,,,3.4,14.62,.,.,31.04,,
1,D26,,,,0.0034,,,,,
1,D26,,0.0923,,,,,,,
10,D26,,,5.55,13.89,3.435,,13.659,,
2,D26,,0.2703,,0.0569,,,,,
3,D26,,0.549,0.033,0.183,,,,,
4,D26,,2.826,0.244,1.382,,,,,
5,D26,,2.625,1.17,3.144,,,,,
6,D26,,5.723,8.79,13.52,,,3.599,,
7,D26,,3.338,11.69,22.15,,,15.495,,
9,D26,,,6.26,11.22,1.077,,32.973,,
11,D27,,,9.04,23.045,1.194,,,60.21,
1,D27,,0.083,,0.0108,,,,,
10,D27,,,14.36,14.87,0.07,,38.87,,
2,D27,,0.3348,*,0.0562,,,,,
3,D27,,0.504,*,0.117,,,,,
4,D27,,1.741,1.657,3.68,,,,,
5,D27,,4.863,3.36,4.556,,,,,
6,D27,,5.32,2.77,3.49,,,0.215,,
7,D27,,4.803,10.98,12.65,,,3.526,,
8,D27,,3.037,7.45,11.58,,,8.465,,
9,D27,,,12.59,19.82,0.48,,25.85,,
11,D28,,,10.24,33.75,3.21,0,,25.52,
1,D28,,0.0569,*,0.0089,,,,,
10,D28,,,8.65,13.69,1.168,,20.47,,
2,D28,,0.1265,*,0.023,,,,,
3,D28,,1.833,,1.435,,,,,
4,D28,,1.659,0.436,0.725,,,,,
5,D28,,3.957,2.89,4.279,,,,,
6,D28,,5.478,5.17,3.97,,,0.191,,
7,D28,,8.658,16.09,19.51,,,4.37,,
8,D28,,1.236,10.145,15.759,,,10.952,,
9,D28,,,16.14,23.12,0.724,,17.542,,
4,D3,,1.43,0.159,0.502,,,,,
11,D30,,,8.89,58.72,2.22,,48.04,,
10,D30,,,22.91,36.5,0.121,,46.63,,
9,D30,,,34.26,49.44,0.164,,23.738,,
11,D31,,4.05,,32.1,1.86,,,32.06,
1,D31,,0.0247,,,,,,,
1,D31,,,,0.0053,,,,,
10,D31,,,14.03,25.8,5.98,,31.99,,
2,D31,,0.1835,,0.0378,,,,,
3,D31,,0.53,*,0.113,,,,,
4,D31,,2.105,0.411,0.776,,,,,
5,D31,,4.145,2.43,3.097,,,,,
6,D31,,7.173,12.3,4.94,,,0.129,,
8,D31,,4.392,24.446,28.92,,,11.252,,
9,D31,,,30.63,57.94,0.289,,37.918,,
11,D32,,,13.951,47.36,12.827,,,16.902,
1,D32,,0.0734,,0.0094,,,,,
10,D32,,,25.77,38,0.271,,49.79,,
2,D32,,0.2036,*,0.0322,,,,,
3,D32,,1.92,,1.344,,,,,
4,D32,,1.426,0.239,0.59,,,,,
5,D32,,3.313,1.58,2.455,,,,,
6,D32,,4.168,1.35,1.39,,,,,
7,D32,,5.996,4.85,7.84,,,2.693,,
8,D32,,2.662,15.36,25.95,,,4.612,,
9,D32,,,23.51,26.08,0.169,,19.512,,
11,D33,,,5.958,40.24,4.171,0,,72.59,
1,D33,,0.0761,*,0.0108,,,,,
10,D33,,,16.49,29.35,3.122,,65.18,,
10,D33,,,10.21,13.97,0.922,,21.879,,
2,D33,,0.3822,,0.0314,,,,,
3,D33,,2.603,1.316,1.609,,,,,
4,D33,,3.96,0.312,1.646,,,,,
5,D33,,4.327,5.054,7.735,,,0.192,,
6,D33,,8.452,14.14,16.46,,,3.547,,
7,D33,,5.261,20.31,25.89,,,7.106,,
8,D33,,1.971,13.95,24.76,,,18.932,,
9,D33,,,15.68,25.76,1.143,,29.637,,
11,D34,,,10.82,31.89,6.59,0.02,18.25,,
1,D34,,0.1118,,0.0145,,,,,
10,D34,,,23.65,37.02,0.831,,46.12,,
2,D34,,0.1311,*,0.0065,,,,,
3,D34,,0.557,0.03,0.185,,,,,
4,D34,,1.635,0.235,0.851,,,,,
5,D34,,3.593,3.317,4.335,,,,,
6,D34,,6.461,8.87,11.1,,,2.196,,
7,D34,,2.036,9.76,9.61,,,3.81,,
9,D34,,,16.38,21.18,2.823,,18.162,,
11,D35,,,.,26.33,3.9,.,56.22,,
1,D35,,,,0.0083,,,,,
1,D35,,0.0641,,,,,,,
10,D35,,,7.3,19.7,2.11,,39.82,,
2,D35,,0.2092,*,0.0134,,,,,
3,D35,,2.493,1.522,1.654,,,,,
4,D35,,2.511,1.909,1.696,,,,,
5,D35,,4.002,12.666,11.91,,,0.092,,
6,D35,,4.859,7.5,8.78,,,1.511,,
7,D35,,1.58,17.33,18.24,,,2.32,,
8,D35,,0.835,10.1,14,,,4.164,,
9,D35,,,16.55,24.54,1.01,,28.82,,
1,D36,,0.0558,*,0.0077,,,,,
10,D36,,,16.72,25.52,5.277,,8.005,,
2,D36,,0.1579,,0.0248,,,,,
3,D36,,0.639,*,0.128,,,,,
4,D36,,1.719,0.131,0.545,,,,,
5,D36,,4.102,2.325,3.851,,,,,
6,D36,,5.983,1.92,2.85,,,0.023,,
7,D36,,6.334,9.24,17.31,,,1.467,,
8,D36,,,22.65,80.44,1.85,,34.55,,
10,D37,,,18.37,25.39,0.02,,5.79,,
8,D37,,4.885,6.4,11.81,,,0.236,,
11,D39,,0,4.62,39.6,4.45,,0,63.25,
10,D39,,,5.87,18.49,2.265,,58.58,,
2,D39,,0.2856,,0.0371,,,,,
3,D39,,1.788,,1.431,,,,,
4,D39,,3.007,0.803,1.397,,,,,
6,D39,,5.628,11.08,12.82,,,,3.012,
7,D39,,1.804,11.23,15.54,,,3.291,,
8,D39,,3.653,14.56,26.46,,,13.105,,
9,D39,,,28.63,50.81,2.779,,71.45,,
11,D4,,,2.565,35.25,2.033,0,,56.02,
10,D4,,,19.15,38.52,1.485,,51.94,,
5,D4,,2.277,2.48,2.082,,,,,
6,D4,,6.155,7.22,7.86,,,,,
11,D40,,,41.14,94.1,.,.,.,,
1,D40,,0.0756,,0.015,,,,,
10,D40,,,38.91,48.74,0,,5.304,,
2,D40,,0.2286,*,0.0586,,,,,
3,D40,,0.599,0.157,0.239,,,,,
4,D40,,2.982,0.325,1.468,,,,,
5,D40,,3.471,4.22,5.611,,,,,
6,D40,,2.832,7.21,5.73,,,,,
7,D40,,1.08,13.03,12.66,,,0.102,,
8,D40,,2.386,13.22,16.5,,,3.039,,
9,D40,,,19.69,25.9,,,0.563,,
1,D41,,0.3366,*,0.0818,,,,,
3,D41,,0.49,0.252,0.396,,,,,
5,D41,,2.373,1.184,1.961,,,,,
6,D41,,3.557,3.477,3.741,,,,,
7,D41,,,16.01,11.72,,,0.587,,
8,D41,,,8.12,9.75,,,,,
9,D41,,,3.982,10.235,0,,0,,
1,D42,,0.8974,,0.2808,,,,,
1,D42,,,0.0119,,,,,,
2,D42,,1.1824,0.7876,1.3037,,,,,
3,D42,,1.8589,0.5163,1.3486,,,,,
4,D42,,3.57,3.43,5.74,,,,,
5,D42,,4.147,7.059,10.958,,,,,
6,D42,,2.03,3.36,3.74,,,,,
7,D42,,,15.82,24.37,,,4,,
8,D42,,,8.44,15.71,0,2.7,,,
1,D43,,0.526,,0.1046,,,,,
3,D43,,3.283,1.964,1.972,,,,,
4,D43,,5.237,1.801,3.422,,,,,
6,D43,,,,,,,,,
6,D43,,,12.67,11.47,,,1.7,,
6,D43,,,,,,,,,
7,D43,,,8.055,10.537,,,0.042,,
8,D43,,,16.14,25.24,0.91,6.52,,,
1,D44,,0.697,*,0.1776,,,,,
3,D44,,1.516,0.727,0.736,,,,,
5,D44,,4.254,5.246,6.631,,,,0.272,
6,D44,,,15.24,15.16,,,0.9,,
7,D44,,,58.06,53.7,,,5.814,,
8,D44,,,10.68,15.22,,,1.172,,
9,D44,,,18.62,36.01,2.92,0,0,,
1,D45,,,0.2005,0.1835,,,,,
1,D45,,0.6847,,,,,,,
2,D45,,1.5695,0.7263,0.7165,,,,,
3,D45,,1.296,0.339,0.555,,,,,
4,D45,,10.14,8.57,9.37,,,,,
5,D45,,4.799,7.995,9.229,,,,1.145,
6,D45,,,,,,,,,
6,D45,,,10.43,13.22,,,1.28,,
6,D45,,,,,,,,,
7,D45,,,15.19,19.55,0.055,,5.451,,
8,D45,,,13.17,24.89,1.168,,5.975,,
1,D47,,,0.6149,0.7032,,,,,
1,D47,,1.655,,,,,,,
3,D47,,1.128,5.608,3.724,,,,,
5,D47,,,33.04,30.8,,,,,
6,D47,,,,,,,,,
6,D47,,,30.95,32.11,,,,,
6,D47,,,,,,,,,
7,D47,,,27.17,40.16,,,,,
9,D47,,,27.4,50.39,0,0,,0,
1,D48,,0.8418,0.6113,0.324,,,,,
3,D48,,0.989,12.692,4.762,,,,,
4,D48,,2.13,26.23,18.68,,,,,
5,D48,,,,,,,,,105.67
6,D48,,,,,,,,,127.92
8,D48,,,,,,,,,182.7
3,D49,,5.63,2.77,2.94,,,,,
4,D49,,5.6,8.68,10.11,,,,,
5,D49,,5.367,15.16,14.02,,,,,
6,D49,,,,,,,,,
6,D49,,,18.42,25.66,0,0,0,,
6,D49,,,,,,,,,
7,D49,,,27.14,23.85,,,0.082,,
8,D49,,,46.91,79.92,0.553,,,2.389,
9,D49,,,33.5,93.66,0,0,0,,
11,D5,,,0.191,19.468,0,0,,42.81,
1,D5,,0.0648,*,0.0084,,,,,
10,D5,,,11.85,23.69,.,,30.17,,
2,D5,,0.5336,0.0059,0.0676,,,,,
3,D5,,1.227,0.033,0.29,,,,,
4,D5,,3.357,1.318,1.756,,,,,
5,D5,,4.957,5.942,4.058,,,,,
6,D5,,5.554,7.2,5.32,,,,,
7,D5,,5.855,11.39,16.77,,,3.923,,
8,D5,,2.26,11.44,22.23,,,6.781,,
9,D5,,,18.55,26.68,0.346,,34.569,,
11,D50,,,0.11,32.28,8.503,1.895,1.68,,
1,D50,,1.967,,,,,,,
1,D50,,,,0.5187,,,,,
2,D50,,2.707,0.7041,1.8374,,,,,
3,D50,,3,7.03,6.17,,,,,
4,D50,,4.38,8.88,11.89,,,1.25,,
5,D50,,1.926,6.993,11.55,,,0.695,,
6,D50,,,17.61,17.11,,,2.323,,
7,D50,,,15.09,27.3,,,7.069,,
8,D50,,,12.02,33.58,1.828,,8.52,,
1,D52,,,,0.0623,,,,,
1,D52,,0.4261,,,,,,,
3,D52,,3.753,2.178,2.292,,,,,
4,D52,,3.088,4.014,5.626,,,,,
6,D52,,,15.75,18.24,,,1.38,,
7,D52,,,32.3,34.24,0.03,,13.735,,
8,D52,,,19.52,39.35,0.47,4.87,,12.65,
1,D53,,0.0911,*,0.1297,,,,,
2,D53,,1.7711,0.6123,0.792,,,,,
3,D53,,2.24,3.285,2.451,,,,,
4,D53,,3.566,2.16,3.224,,,,,
5,D53,,,16.539,14.997,,,,0.294,
5,D53,,,10.512,12.366,,,,0,
6,D53,,,26.8,18.76,,,1.052,,
7,D53,,,47.27,44.06,,,1.326,,
8,D53,,,23.39,47.8,,,0.189,,
1,D54,,1.1402,,0.2173,,,,,
2,D54,,2.72,2.42,2.52,0,,0,,
3,D54,,0.75,5.05,2.04,,,,,
4,D54,,4.301,8.16,9.677,,,,,
5,D54,,,13.92,16.9,,,,,
6,D54,,,20.71,30.31,,,1.42,,
7,D54,,,37.89,49.51,,,1.35,,
8,D54,,,12.87,28.84,0.94,1.96,,,
9,D54,,,9.05,34.37,1.261,,,2.68,
1,D55,,1.4566,0.0509,0.3398,,,,,
2,D55,,4.004,1.005,2.057,0,,0,,
3,D55,,2.605,6.775,4.697,,,,,
5,D55,,2.889,14.811,14.569,,,,,
6,D55,,3.13,6.9,15.3,,,1.23,,
7,D55,,,6,13.86,,,0.261,,
8,D55,,,5.94,29.6,1.82,0.77,,,
1,D56,,,,0.137,,,,,
1,D56,,0.6187,,,,,,,
2,D56,,2.552,1.658,2.473,0,,0,,
3,D56,,1.407,1.875,2.646,,,,,
5,D56,,1.955,9.275,10.195,,,,,
5,D56,,,14.961,12.855,,,,0,
6,D56,,,13.24,13.64,,,0.031,,
7,D56,,,17.07,32.52,,,0.576,,
8,D56,,,14.54,26.83,0.248,,0.226,,
9,D56,,,0.783,14.023,,,,,
11,D58,,,1.14,26.75,3.34,0.174,,2.96,
1,D58,,0.859,*,0.1941,,,,,
3,D58,,1.881,0.866,1.299,,,,,
4,D58,,4.03,4.26,5.43,,,,,
6,D58,,,,,,,,,
6,D58,,,19.84,23.5,,,2.4,,
6,D58,,,,,,,,,
7,D58,,,13.41,22.5,1.26,,6.152,,
8,D58,,,3.87,19.3,2.67,0,4.156,,
1,D59,,0.3095,0.1082,0.1135,,,,,
3,D59,,1.046,1.529,1.698,,,,,
5,D59,,,,,,,,,26.16
6,D59,,,,,,,,,25.09
7,D59,,,,24.68,2.07,27.63,,,
1,D6,,,,0.0204,,,,,
1,D6,,0.0577,,,,,,,
10,D6,,,8.72,19.56,0,,1.962,,
2,D6,,,,,,,,,
2,D6,,0.537,0.019,0.107,,,,,
3,D6,,0.932,0.395,0.483,,,,,
4,D6,,2.097,1.532,1.718,,,,,
5,D6,,1.81,4.43,4.035,,,,,
6,D6,,3.245,15.96,14.65,,,0.33,,
7,D6,,4.417,21.91,24.49,,,1.088,,
8,D6,,3.605,14.19,17.09,,,1.035,,
1,D60,,0.5746,,0.173,,,,,
3,D60,,2.103,1.81,1.626,,,,,
4,D60,,3.549,1.071,2.248,,,,,
5,D60,,5.01,4.95,6.86,,,,,
6,D60,,,12.18,15.14,,,2.34,,
7,D60,,3.304,5.735,7.514,0,0,0,0,
8,D60,,,7.92,13.24,0.339,,1.352,,
1,D62,,0.7155,0.4657,0.3162,,,,,
2,D62,,0.7911,1.0308,0.7738,,,,,
3,D62,,1.659,9.249,3.822,,,,,
4,D62,,,,,,,,,69.58
5,D62,,,,,,,,,27.38
6,D62,,,,,,,,,56.43
7,D62,,,30.13,33.25,1.41,,15.73,,
8,D62,,,12.66,21.76,0.618,.,9.19,,
9,D62,,,20.53,35.18,0.213,,6.359,,
1,D63,,0.9442,,0.1792,,,,,
2,D63,,1.799,1.219,1.305,0,,0,,
3,D63,,2.66,2.55,2.99,,,,,
4,D63,,4.687,7.415,9.503,,,,,
5,D63,,7.598,6.09,9.959,,,,,
6,D63,,,35.32,45.91,,,5.383,,
7,D63,,,24.5,27.24,,,,3.102,
8,D63,,0,30.01,46.43,0.24,,1.28,,
9,D63,,,36.45,69.32,0.365,,0,,
1,D64,,0.5263,*,0.0963,,,,,
2,D64,,2.3366,0.4205,0.9108,,,,,
3,D64,,5.022,1.538,2.076,,,,,
4,D64,,9.028,7.778,9.659,,,,,
5,D64,,,19.76,19.49,,,,1.009,
6,D64,,,30.15,34.79,,,4.39,,
7,D64,,,46.32,52.82,0.7,18.08,,,
8,D64,,,19.54,26.61,4.96,,1.406,,
9,D64,,,26.71,57.06,,,1.569,,
1,D65,,0.4965,*,0.0946,,,,,
2,D65,,1.3563,0.6585,0.6786,,,,,
3,D65,,3.03,4.836,3.009,,,,,
4,D65,,6.086,18.091,14.575,,,,,
5,D65,,4.922,5.356,7.837,,,,,
6,D65,,,31.85,40.84,0.019,,7.359,,
7,D65,,,35.16,47.54,3.21,,12.41,,
8,D65,,,39.17,78.39,2.722,,0.719,,
1,D66,,0.6141,0.0993,0.3026,,,,,
2,D66,,2.95,2.49,3.07,0,,0,,
3,D66,,2.52,4.34,3.07,,,,,
4,D66,,5.366,8.574,7.537,,,,,
5,D66,,,25.59,23.63,,,,,
7,D66,,,34.18,38.28,,,,,
8,D66,,,35.31,45.38,0,,0,,
9,D66,,,113.41,163.25,0,,0,,
1,D67,,0.4958,0.354,0.2671,,,,,
2,D67,,0.4589,1.1756,0.8265,,,,,
3,D67,,1.261,8.767,9.126,,,,,
4,D67,,,,,,,,,29.89
5,D67,,,,,,,1.979,,97.88
6,D67,,,,,,,,138.85,
1,D68,,1.113,0.018,0.0229,,,,,
2,D68,,2.4043,0.7974,1.2318,,,,,
3,D68,,2.996,3.001,2.737,,,,,
4,D68,,6.044,12.357,16.296,,,,,
5,D68,,,28.37,28.87,,,0.838,,
6,D68,,,26.93,40.41,,,10.462,,
7,D68,,,35.58,57.83,,,12.471,,
8,D68,,,42.68,20.71,1.075,0,1.197,,
1,D69,,1.1171,*,0.1848,,,,,
