"","plot","HNO","DWTOTALLEAF","DWMSL","DWBL","TOTALSTEM","DWAP","DWGP","DWPOD","DWMP","WHOLE","Dlines","category","site","pdate","hdate","DAP","geno"
"2485","4",3,1.167,1.121,0.046,0.242,NA,NA,NA,NA,1.409,0,1,1,2016-03-23,2016-04-19,27,"RIJC048"
"2486","4",5,8.1,4.697,3.403,4.086,NA,NA,NA,NA,12.186,0,1,1,2016-03-23,2016-05-03,41,"RIJC048"
"2487","4",6,18.891,4.937,13.954,9.462,NA,NA,NA,NA,28.353,0,1,1,2016-03-23,2016-05-10,48,"RIJC048"
"2488","4",7,45.659,4.419,41.24,25.77,NA,NA,0.494,NA,71.923,0,1,1,2016-03-23,2016-05-17,55,"RIJC048"
"2489","4",8,28.773,5.463,23.31,32.9,NA,NA,1.563,NA,63.236,0,1,1,2016-03-23,2016-05-24,62,"RIJC048"
"2490","4",11,3.381,NA,3.381,74.8,10.071,0,NA,16.938,105.19,0,1,1,2016-03-23,2016-07-09,108,"RIJC048"
"2491","40",1,0.2796,0.2796,NA,0.0387,NA,NA,NA,NA,0.3183,0,1,1,2016-03-23,2016-04-05,13,"RIJC347"
"2492","40",2,0.6549,0.6549,NA,0.0968,NA,NA,NA,NA,0.7517,0,1,1,2016-03-23,2016-04-12,20,"RIJC347"
"2493","40",3,3.303,2.943,0.36,0.755,NA,NA,NA,NA,4.058,0,1,1,2016-03-23,2016-04-19,27,"RIJC347"
"2494","40",4,6.5591,4.637,1.9221,1.9901,NA,NA,NA,NA,8.5492,0,1,1,2016-03-23,2016-04-26,34,"RIJC347"
"2495","40",5,19.796,5.373,14.423,11.423,NA,NA,NA,NA,31.219,0,1,1,2016-03-23,2016-05-03,41,"RIJC347"
"2496","40",6,20.015,9.335,10.68,12.65,NA,0.19,NA,NA,32.855,0,1,1,2016-03-23,2016-05-10,48,"RIJC347"
"2497","40",7,17.197,6.167,11.03,11.28,NA,NA,0.613,NA,29.09,0,1,1,2016-03-23,2016-05-17,55,"RIJC347"
"2498","40",8,43.21,9.98,33.23,37.27,NA,NA,37.828,NA,118.308,0,1,1,2016-03-23,2016-05-24,62,"RIJC347"
"2499","40",10,19.99,NA,19.99,24.38,1.15,NA,74.06,NA,119.58,0,1,1,2016-03-23,2016-06-07,76,"RIJC347"
"2500","40",11,3.718,NA,3.718,25.103,NA,NA,NA,79.17,107.991,0,1,1,2016-03-23,2016-06-27,96,"RIJC347"
"2501","400",1,0.9006,0.8486,0.052,0.2028,NA,NA,NA,NA,1.1034,0,6,2,2016-05-06,2016-05-27,21,"RIJC145"
"2502","400",3,4.551,3.873,0.678,1.741,NA,NA,NA,NA,6.292,0,6,2,2016-05-06,2016-06-10,35,"RIJC145"
"2503","400",4,14.257,7.475,6.782,7.7822,NA,NA,NA,NA,22.0392,0,6,2,2016-05-06,2016-06-17,42,"RIJC145"
"2504","400",7,31.15,NA,31.15,31.31,NA,NA,NA,NA,62.46,0,6,2,2016-05-06,2016-07-08,63,"RIJC145"
"2505","401",2,1.5538,1.3107,0.2431,0.3351,NA,NA,NA,NA,1.8889,0,6,2,2016-05-06,2016-06-03,28,"RIJC233"
"2506","401",4,19.017,7.869,11.148,6.299,NA,NA,NA,NA,25.316,0,6,2,2016-05-06,2016-06-17,42,"RIJC233"
"2507","401",5,17.713,6.568,11.145,5.659,NA,NA,NA,NA,23.372,0,6,2,2016-05-06,2016-06-24,49,"RIJC233"
"2508","401",6,11.35,NA,11.35,4.43,NA,NA,NA,NA,15.78,0,6,2,2016-05-06,2016-07-01,56,"RIJC233"
"2509","401",8,10.82,NA,10.82,18.2,0.1,NA,0.418,NA,29.538,0,6,2,2016-05-06,2016-07-15,70,"RIJC233"
"2510","402",1,0.8014,0.8014,NA,0.1697,NA,NA,NA,NA,0.9711,0,6,2,2016-05-06,2016-05-27,21,"RIJC139"
"2511","402",3,10.76,4.09,6.67,5.24,NA,NA,NA,NA,16,0,6,2,2016-05-06,2016-06-10,35,"RIJC139"
"2512","402",4,20.819,5.04,15.779,11.593,NA,NA,NA,NA,32.412,0,6,2,2016-05-06,2016-06-17,42,"RIJC139"
"2513","402",5,21.69,NA,21.69,17.01,NA,NA,NA,NA,38.7,0,6,2,2016-05-06,2016-06-24,49,"RIJC139"
"2514","402",6,17.7,NA,17.7,15.77,NA,NA,0.495,NA,33.965,0,6,2,2016-05-06,2016-07-01,56,"RIJC139"
"2515","402",7,21.25,NA,21.25,13.31,NA,NA,NA,NA,34.56,0,6,2,2016-05-06,2016-07-08,63,"RIJC139"
"2516","402",8,37.75,NA,37.75,43.88,NA,NA,NA,NA,81.63,0,6,2,2016-05-06,2016-07-15,70,"RIJC139"
"2517","403",1,0.6854,0.6854,NA,0.1694,NA,NA,NA,NA,0.8548,0,6,2,2016-05-06,2016-05-27,21,"RIJC203"
"2518","403",2,2.1588,1.823,0.3358,0.7386,NA,NA,NA,NA,2.8974,0,6,2,2016-05-06,2016-06-03,28,"RIJC203"
"2519","403",3,10.204,6.574,3.63,3.258,NA,NA,NA,NA,13.462,0,6,2,2016-05-06,2016-06-10,35,"RIJC203"
"2520","403",4,24.113,12.951,11.162,8.515,NA,NA,NA,NA,32.628,0,6,2,2016-05-06,2016-06-17,42,"RIJC203"
"2521","403",5,13.282,5.673,7.609,8.478,NA,NA,NA,NA,21.76,0,6,2,2016-05-06,2016-06-24,49,"RIJC203"
"2522","403",6,7.764,1.375,6.389,6.363,NA,NA,0.018,NA,14.145,0,6,2,2016-05-06,2016-07-01,56,"RIJC203"
"2523","403",8,3.96,0,3.96,21.55,0.64,NA,0.95,NA,27.1,0,6,2,2016-05-06,2016-07-15,70,"RIJC203"
"2524","404",3,9.32,4.02,5.3,2.92,0,NA,0,NA,12.24,0,6,2,2016-05-06,2016-06-10,35,"RIJC140"
"2525","404",4,11.744,6.899,4.845,4.329,NA,NA,NA,NA,16.073,0,6,2,2016-05-06,2016-06-17,42,"RIJC140"
"2526","404",5,14.174,3.128,11.046,7.935,NA,NA,NA,NA,22.109,0,6,2,2016-05-06,2016-06-24,49,"RIJC140"
"2527","404",6,15.348,5.792,9.556,11.937,NA,NA,NA,NA,27.285,0,6,2,2016-05-06,2016-07-01,56,"RIJC140"
"2528","404",7,38.4,NA,38.4,34.59,NA,NA,0,NA,72.99,0,6,2,2016-05-06,2016-07-08,63,"RIJC140"
"2529","404",8,34.58,NA,34.58,54.75,0,NA,0,NA,89.33,0,6,2,2016-05-06,2016-07-15,70,"RIJC140"
"2530","405",1,0.632,0.627,0.005,0.127,NA,NA,NA,NA,0.759,0,6,2,2016-05-06,2016-05-27,21,"RIJC220"
"2531","405",3,6.544,2.489,4.055,2.589,NA,NA,NA,NA,9.133,0,6,2,2016-05-06,2016-06-10,35,"RIJC220"
"2532","405",4,15.56,3.466,12.094,10.98,NA,NA,NA,NA,26.54,0,6,2,2016-05-06,2016-06-17,42,"RIJC220"
"2533","405",5,14.83,NA,14.83,12.62,NA,NA,NA,0.522,27.972,0,6,2,2016-05-06,2016-06-24,49,"RIJC220"
"2534","405",6,0,NA,NA,NA,NA,NA,NA,NA,67.18,0,6,2,2016-05-06,2016-07-01,56,"RIJC220"
"2535","405",7,10.22,NA,10.22,11.23,NA,NA,NA,NA,21.45,0,6,2,2016-05-06,2016-07-08,63,"RIJC220"
"2536","405",8,14.6,NA,14.6,33.87,0.089,2.55,0,NA,51.109,0,6,2,2016-05-06,2016-07-15,70,"RIJC220"
"2537","406",1,0.4155,0.4155,NA,0.0731,NA,NA,NA,NA,0.4886,0,6,2,2016-05-06,2016-05-27,21,"RIJC147"
"2538","406",2,2,1.71,0.29,0.66,0,NA,0,NA,2.66,0,6,2,2016-05-06,2016-06-03,28,"RIJC147"
"2539","406",3,6.55,5.53,1.02,1.84,NA,NA,NA,NA,8.39,0,6,2,2016-05-06,2016-06-10,35,"RIJC147"
"2540","406",4,11.604,7.541,4.063,5.23,NA,NA,NA,NA,16.834,0,6,2,2016-05-06,2016-06-17,42,"RIJC147"
"2541","406",5,12.074,6.363,5.711,11.153,NA,NA,NA,NA,23.227,0,6,2,2016-05-06,2016-06-24,49,"RIJC147"
"2542","406",6,14.82,NA,14.82,17.44,NA,NA,NA,NA,32.26,0,6,2,2016-05-06,2016-07-01,56,"RIJC147"
"2543","406",7,23.56,NA,23.56,20.96,NA,NA,NA,0.028,44.548,0,6,2,2016-05-06,2016-07-08,63,"RIJC147"
"2544","406",8,15.97,NA,15.97,20.37,NA,NA,NA,NA,36.34,0,6,2,2016-05-06,2016-07-15,70,"RIJC147"
"2545","407",2,2.12,1.7973,0.3227,0.7504,NA,NA,NA,NA,2.8704,0,6,2,2016-05-06,2016-06-03,28,"RIJC327"
"2546","407",7,15.9,NA,15.9,12.31,0,0.08,NA,NA,28.29,0,6,2,2016-05-06,2016-07-08,63,"RIJC327"
"2547","407",8,18.86,NA,18.86,19.36,0.125,NA,0.066,NA,38.411,0,6,2,2016-05-06,2016-07-15,70,"RIJC327"
"2548","408",1,1.0972,1.0972,NA,0.2148,NA,NA,NA,NA,1.312,0,6,2,2016-05-06,2016-05-27,21,"RIJC334"
"2549","408",2,5.5313,3.3838,2.1475,2.0884,NA,NA,NA,NA,7.6197,0,6,2,2016-05-06,2016-06-03,28,"RIJC334"
"2550","408",3,13.112,5.607,7.505,5.874,NA,NA,NA,NA,18.986,0,6,2,2016-05-06,2016-06-10,35,"RIJC334"
"2551","408",4,25.063,8.468,16.595,13.479,NA,NA,NA,NA,38.542,0,6,2,2016-05-06,2016-06-17,42,"RIJC334"
"2552","408",5,23.75,NA,23.75,18.88,NA,NA,NA,NA,42.63,0,6,2,2016-05-06,2016-06-24,49,"RIJC334"
"2553","408",6,22.81,NA,22.81,28.71,NA,NA,NA,NA,51.52,0,6,2,2016-05-06,2016-07-01,56,"RIJC334"
"2554","408",7,27.03,NA,27.03,36.42,0,0,0,NA,63.45,0,6,2,2016-05-06,2016-07-08,63,"RIJC334"
"2555","408",8,27.29,0,27.29,63.05,0,NA,0,NA,90.34,0,6,2,2016-05-06,2016-07-15,70,"RIJC334"
"2556","409",8,7.08,NA,7.08,10.81,0.205,NA,2.128,NA,20.223,0,6,2,2016-05-06,2016-07-15,70,"RIJC015"
"2557","41",4,16.38,8.77,7.61,8.1,NA,NA,NA,NA,24.48,0,1,1,2016-03-23,2016-04-26,34,"RIJC236"
"2558","41",10,34.3,NA,34.3,48.6,0.322,NA,NA,59.99,143.212,0,1,1,2016-03-23,2016-06-07,76,"RIJC236"
"2559","41",11,8.72,NA,8.72,70.04,12.63,NA,0.2,6.85,98.44,0,1,1,2016-03-23,2016-07-12,111,"RIJC236"
"2560","410",6,13.11,3.45,9.66,7.053,0,NA,0,NA,20.163,0,6,2,2016-05-06,2016-07-01,56,"RIJC081"
"2561","410",7,33.11,NA,33.11,30.16,0,NA,0,NA,63.27,0,6,2,2016-05-06,2016-07-08,63,"RIJC081"
"2562","410",8,33.66,NA,33.66,25.62,0,NA,0,NA,59.28,0,6,2,2016-05-06,2016-07-15,70,"RIJC081"
"2563","411",1,0.272,0.272,NA,0.0502,NA,NA,NA,NA,0.3222,0,6,2,2016-05-06,2016-05-27,21,"RIJC017"
"2564","411",2,0.9957,0.9269,0.0688,0.2704,NA,NA,NA,NA,1.2661,0,6,2,2016-05-06,2016-06-03,28,"RIJC017"
"2565","411",3,4.312,1.79,2.522,0.773,NA,NA,NA,NA,5.085,0,6,2,2016-05-06,2016-06-10,35,"RIJC017"
"2566","411",4,11.365,9.491,1.874,1.423,NA,NA,NA,NA,12.788,0,6,2,2016-05-06,2016-06-17,42,"RIJC017"
"2567","411",5,5.469,2.626,2.843,2.439,NA,NA,NA,NA,7.908,0,6,2,2016-05-06,2016-06-24,49,"RIJC017"
"2568","411",6,7.664,3.316,4.348,4.09,NA,NA,NA,NA,11.754,0,6,2,2016-05-06,2016-07-01,56,"RIJC017"
"2569","411",7,7.63,NA,7.63,3.61,NA,NA,NA,NA,11.24,0,6,2,2016-05-06,2016-07-08,63,"RIJC017"
"2570","411",8,4.65,NA,4.65,3.1,NA,NA,NA,NA,7.75,0,6,2,2016-05-06,2016-07-15,70,"RIJC017"
"2571","412",7,12.17,NA,12.17,13.09,NA,NA,NA,0,25.26,0,6,2,2016-05-06,2016-07-08,63,"RIJC235"
"2572","412",8,6.03,NA,6.03,8.19,0,NA,0,NA,14.22,0,6,2,2016-05-06,2016-07-15,70,"RIJC235"
"2573","413",6,15.36,NA,15.36,11.09,NA,NA,NA,NA,26.45,0,6,2,2016-05-06,2016-07-01,56,"RIJC070"
"2574","413",8,18.95,NA,18.95,24.08,0.148,NA,0.52,NA,43.698,0,6,2,2016-05-06,2016-07-15,70,"RIJC070"
"2575","414",1,0.93,0.8756,0.0544,0.156,NA,NA,NA,NA,1.086,0,6,2,2016-05-06,2016-05-27,21,"RIJC248"
"2576","414",2,2.77,1.98,0.79,0.87,0,NA,0,NA,3.64,0,6,2,2016-05-06,2016-06-03,28,"RIJC248"
"2577","414",3,7.667,2.254,5.413,3.494,NA,NA,NA,NA,11.161,0,6,2,2016-05-06,2016-06-10,35,"RIJC248"
"2578","414",4,22.561,8.002,14.559,11.607,NA,NA,NA,NA,34.168,0,6,2,2016-05-06,2016-06-17,42,"RIJC248"
"2579","414",5,18.562,3.884,14.678,11.425,NA,NA,NA,NA,29.987,0,6,2,2016-05-06,2016-06-24,49,"RIJC248"
"2580","414",6,15.97,NA,15.97,11.49,NA,NA,NA,NA,27.46,0,6,2,2016-05-06,2016-07-01,56,"RIJC248"
"2581","414",7,25.46,NA,25.46,21.91,NA,NA,0.063,NA,47.433,0,6,2,2016-05-06,2016-07-08,63,"RIJC248"
"2582","414",8,15.04,NA,15.04,21.94,0,NA,0,NA,36.98,0,6,2,2016-05-06,2016-07-15,70,"RIJC248"
"2583","415",1,0.4583,0.4583,NA,0.107,NA,NA,NA,NA,0.5653,0,6,2,2016-05-06,2016-05-27,21,"RIJC326"
"2584","415",3,7.679,4.669,3.01,2.262,NA,NA,NA,NA,9.941,0,6,2,2016-05-06,2016-06-10,35,"RIJC326"
"2585","415",6,12.98,NA,12.98,10.22,NA,NA,NA,NA,23.2,0,6,2,2016-05-06,2016-07-01,56,"RIJC326"
"2586","415",8,12.17,NA,12.17,18.06,NA,NA,NA,NA,30.23,0,6,2,2016-05-06,2016-07-15,70,"RIJC326"
"2587","416",1,0.3882,0.3882,NA,0.0617,NA,NA,NA,NA,0.4499,0,6,2,2016-05-06,2016-05-27,21,"RIJC324"
"2588","416",3,2.4325,1.863,0.5695,0.671,NA,NA,NA,NA,3.1035,0,6,2,2016-05-06,2016-06-10,35,"RIJC324"
"2589","416",4,12.741,7.255,5.486,3.519,NA,NA,NA,NA,16.26,0,6,2,2016-05-06,2016-06-17,42,"RIJC324"
"2590","416",5,13.609,6.807,6.802,8.705,NA,NA,NA,NA,22.314,0,6,2,2016-05-06,2016-06-24,49,"RIJC324"
"2591","416",6,23.37,NA,23.37,17.66,0,NA,0.427,NA,41.457,0,6,2,2016-05-06,2016-07-01,56,"RIJC324"
"2592","416",7,42.81,NA,42.81,35.96,NA,NA,3.536,NA,82.306,0,6,2,2016-05-06,2016-07-08,63,"RIJC324"
"2593","416",8,14.56,NA,14.56,17.18,NA,NA,0.353,NA,32.093,0,6,2,2016-05-06,2016-07-15,70,"RIJC324"
"2594","416",9,3.209,NA,3.209,30.1,0,0,NA,0,33.309,0,6,2,2016-05-06,2016-08-05,91,"RIJC324"
"2595","417",1,0.5217,0.5217,NA,0.1174,NA,NA,NA,NA,0.6391,0,6,2,2016-05-06,2016-05-27,21,"RIJC066"
"2596","417",2,1.458,1.1175,0.3405,0.3903,NA,NA,NA,NA,1.8483,0,6,2,2016-05-06,2016-06-03,28,"RIJC066"
"2597","417",3,11.858,5.793,6.065,2.642,NA,NA,NA,NA,14.5,0,6,2,2016-05-06,2016-06-10,35,"RIJC066"
"2598","417",4,12.56,9.52,3.04,3.49,NA,NA,NA,NA,16.05,0,6,2,2016-05-06,2016-06-17,42,"RIJC066"
"2599","417",5,9.344,5.675,3.669,4.617,NA,NA,NA,NA,13.961,0,6,2,2016-05-06,2016-06-24,49,"RIJC066"
"2600","417",6,20.666,7.342,13.324,11.631,NA,NA,NA,NA,32.297,0,6,2,2016-05-06,2016-07-01,56,"RIJC066"
"2601","417",7,15.21,NA,15.21,8.38,NA,NA,0.128,NA,23.718,0,6,2,2016-05-06,2016-07-08,63,"RIJC066"
"2602","417",8,9.13,NA,9.13,7.92,0.06,0.07,NA,NA,17.18,0,6,2,2016-05-06,2016-07-15,70,"RIJC066"
"2603","418",1,1.4972,1.3726,0.1246,0.3437,NA,NA,NA,NA,1.8409,0,6,2,2016-05-06,2016-05-27,21,"CAL"
"2604","418",3,7.689,3.476,4.213,4.121,NA,NA,NA,NA,11.81,0,6,2,2016-05-06,2016-06-10,35,"CAL"
"2605","418",4,11.573,3.958,7.615,5.642,NA,NA,NA,NA,17.215,0,6,2,2016-05-06,2016-06-17,42,"CAL"
"2606","418",5,17.766,4.724,13.042,11.616,NA,NA,NA,NA,29.382,0,6,2,2016-05-06,2016-06-24,49,"CAL"
"2607","418",6,12.77,NA,12.77,11.38,NA,NA,NA,NA,24.15,0,6,2,2016-05-06,2016-07-01,56,"CAL"
"2608","418",7,32.68,NA,32.68,24.93,NA,NA,0.385,NA,57.995,0,6,2,2016-05-06,2016-07-08,63,"CAL"
"2609","418",8,14.13,NA,14.13,21.75,0,0,0.401,NA,36.281,0,6,2,2016-05-06,2016-07-15,70,"CAL"
"2610","418",9,2.339,NA,2.339,16.25,1.211,NA,NA,1.315,21.115,0,6,2,2016-05-06,2016-08-05,91,"CAL"
"2611","419",1,0.7805,0.7805,NA,0.1524,NA,NA,NA,NA,0.9329,0,6,2,2016-05-06,2016-05-27,21,"RIJC240"
"2612","419",2,1.919,1.689,0.23,0.501,0,NA,0,NA,2.42,0,6,2,2016-05-06,2016-06-03,28,"RIJC240"
"2613","419",3,3.92,2.78,1.14,1.38,NA,NA,NA,NA,5.3,0,6,2,2016-05-06,2016-06-10,35,"RIJC240"
"2614","42",1,0.2591,0.2591,NA,0.0298,NA,NA,NA,NA,0.2889,0,1,1,2016-03-23,2016-04-05,13,"RIJC145"
"2615","42",2,0.5859,0.5859,NA,0.0985,NA,NA,NA,NA,0.6844,0,1,1,2016-03-23,2016-04-12,20,"RIJC145"
"2616","42",3,1.58,1.54,0.04,0.356,NA,NA,NA,NA,1.936,0,1,1,2016-03-23,2016-04-19,27,"RIJC145"
"2617","42",4,6.202,3.663,2.539,2.621,NA,NA,NA,NA,8.823,0,1,1,2016-03-23,2016-04-26,34,"RIJC145"
"2618","42",5,11.126,5.69,5.436,5.549,NA,NA,NA,NA,16.675,0,1,1,2016-03-23,2016-05-03,41,"RIJC145"
"2619","42",6,33.872,11.218,22.654,18.77,NA,NA,0.141,NA,52.783,0,1,1,2016-03-23,2016-05-10,48,"RIJC145"
"2620","42",8,39.243,6.413,32.83,32.72,NA,NA,5.362,NA,77.325,0,1,1,2016-03-23,2016-05-24,62,"RIJC145"
"2621","42",11,2.21,NA,2.21,39.4,8.21,0.54,NA,48.58,98.94,0,1,1,2016-03-23,2016-06-23,92,"RIJC145"
"2622","420",2,1.0372,0.8682,0.169,0.2683,NA,NA,NA,NA,1.3055,0,6,2,2016-05-06,2016-06-03,28,"RIJC241"
"2623","420",3,2.61,2.344,0.266,0.564,0,NA,0,NA,3.174,0,6,2,2016-05-06,2016-06-10,35,"RIJC241"
"2624","420",5,9.4,3.66,5.74,4.279,NA,NA,NA,NA,13.679,0,6,2,2016-05-06,2016-06-24,49,"RIJC241"
"2625","420",6,20.99,4.678,16.312,10.12,NA,NA,NA,NA,31.11,0,6,2,2016-05-06,2016-07-01,56,"RIJC241"
"2626","420",7,40.29,NA,40.29,22.76,0,NA,0,NA,63.05,0,6,2,2016-05-06,2016-07-08,63,"RIJC241"
"2627","420",8,42.26,NA,42.26,27.12,0,NA,0.198,NA,69.578,0,6,2,2016-05-06,2016-07-15,70,"RIJC241"
"2628","421",1,0.7646,0.7646,NA,0.1129,NA,NA,NA,NA,0.8775,0,6,2,2016-05-06,2016-05-27,21,"RIJC048"
"2629","421",2,1.6384,1.3634,0.275,0.4247,NA,NA,NA,NA,2.0631,0,6,2,2016-05-06,2016-06-03,28,"RIJC048"
"2630","421",3,6.638,4.439,2.199,2.156,NA,NA,NA,NA,8.794,0,6,2,2016-05-06,2016-06-10,35,"RIJC048"
"2631","421",4,18.636,8.635,10.001,7.79,NA,NA,NA,NA,26.426,0,6,2,2016-05-06,2016-06-17,42,"RIJC048"
"2632","421",5,16.83,NA,16.83,11.28,NA,NA,NA,NA,28.11,0,6,2,2016-05-06,2016-06-24,49,"RIJC048"
"2633","421",6,10.63,NA,10.63,9.89,NA,NA,NA,NA,20.52,0,6,2,2016-05-06,2016-07-01,56,"RIJC048"
"2634","421",7,29.44,NA,29.44,22.57,NA,NA,NA,NA,52.01,0,6,2,2016-05-06,2016-07-08,63,"RIJC048"
"2635","421",8,13.84,NA,13.84,20.61,NA,NA,NA,NA,34.45,0,6,2,2016-05-06,2016-07-15,70,"RIJC048"
"2636","422",1,0.6625,0.5226,0.1399,0.1413,NA,NA,NA,NA,0.8038,0,6,2,2016-05-06,2016-05-27,21,"RIJC069"
"2637","422",2,3.2276,2.2545,0.9731,0.9122,NA,NA,NA,NA,4.1398,0,6,2,2016-05-06,2016-06-03,28,"RIJC069"
"2638","422",3,8.936,3.735,5.201,4.297,NA,NA,NA,NA,13.233,0,6,2,2016-05-06,2016-06-10,35,"RIJC069"
"2639","422",4,21.078,6.676,14.402,10.217,NA,NA,NA,NA,31.295,0,6,2,2016-05-06,2016-06-17,42,"RIJC069"
"2640","422",5,21.971,4.347,17.624,17.288,NA,NA,NA,NA,39.259,0,6,2,2016-05-06,2016-06-24,49,"RIJC069"
"2641","422",6,25.75,NA,25.75,30.6,NA,NA,0.069,NA,56.419,0,6,2,2016-05-06,2016-07-01,56,"RIJC069"
"2642","422",8,11.49,NA,11.49,35.2,0.766,NA,0.591,NA,48.047,0,6,2,2016-05-06,2016-07-15,70,"RIJC069"
"2643","423",1,0.3279,0.3279,NA,0.0595,NA,NA,NA,NA,0.3874,0,6,2,2016-05-06,2016-05-27,21,"RIJC214"
"2644","423",2,1.829,1.3375,0.4915,0.5022,NA,NA,NA,NA,2.3312,0,6,2,2016-05-06,2016-06-03,28,"RIJC214"
"2645","423",3,6.588,1.995,4.593,1.919,NA,NA,NA,NA,8.507,0,6,2,2016-05-06,2016-06-10,35,"RIJC214"
"2646","423",4,14.659,4.926,9.733,5.811,NA,NA,NA,NA,20.47,0,6,2,2016-05-06,2016-06-17,42,"RIJC214"
"2647","423",5,12.368,2.481,9.887,5.973,NA,NA,NA,NA,18.341,0,6,2,2016-05-06,2016-06-24,49,"RIJC214"
"2648","423",6,12.2,1.48,10.72,8.22,NA,NA,NA,NA,20.42,0,6,2,2016-05-06,2016-07-01,56,"RIJC214"
"2649","423",7,6.18,NA,6.18,4.92,0,0,NA,NA,11.1,0,6,2,2016-05-06,2016-07-08,63,"RIJC214"
"2650","423",8,10.29,NA,10.29,14.68,0,0,NA,NA,24.97,0,6,2,2016-05-06,2016-07-15,70,"RIJC214"
"2651","424",1,0.2582,0.2582,NA,0.0493,NA,NA,NA,NA,0.3075,0,6,2,2016-05-06,2016-05-27,21,"RIJC027"
"2652","424",2,2.4535,1.0674,1.3861,0.7172,NA,NA,NA,NA,3.1707,0,6,2,2016-05-06,2016-06-03,28,"RIJC027"
"2653","424",3,9.23,4.265,4.965,1.948,NA,NA,NA,NA,11.178,0,6,2,2016-05-06,2016-06-10,35,"RIJC027"
"2654","424",4,31.93,7.47,24.46,5.69,NA,NA,NA,NA,37.62,0,6,2,2016-05-06,2016-06-17,42,"RIJC027"
"2655","424",5,16.981,5.585,11.396,8.117,NA,NA,NA,NA,25.098,0,6,2,2016-05-06,2016-06-24,49,"RIJC027"
"2656","424",6,23.65,NA,23.65,14.99,6.24,NA,NA,NA,44.88,0,6,2,2016-05-06,2016-07-01,56,"RIJC027"
"2657","424",7,41.84,NA,41.84,33.22,NA,NA,NA,NA,75.06,0,6,2,2016-05-06,2016-07-08,63,"RIJC027"
"2658","424",8,20.38,NA,20.38,13.55,NA,NA,NA,NA,33.93,0,6,2,2016-05-06,2016-07-15,70,"RIJC027"
"2659","425",1,0.9147,0.879,0.0357,0.2214,NA,NA,NA,NA,1.1361,0,6,2,2016-05-06,2016-05-27,21,"TM4"
"2660","425",2,2.5207,2.0015,0.5192,1.0276,NA,NA,NA,NA,3.5483,0,6,2,2016-05-06,2016-06-03,28,"TM4"
"2661","425",3,10.568,3.036,7.532,5.462,NA,NA,NA,NA,16.03,0,6,2,2016-05-06,2016-06-10,35,"TM4"
"2662","425",4,14.952,6.663,8.289,9.393,NA,NA,NA,NA,24.345,0,6,2,2016-05-06,2016-06-17,42,"TM4"
"2663","425",5,6.057,3.204,2.853,4.523,NA,NA,NA,NA,10.58,0,6,2,2016-05-06,2016-06-24,49,"TM4"
"2664","425",6,11.39,NA,11.39,13.18,NA,NA,2.742,NA,27.312,0,6,2,2016-05-06,2016-07-01,56,"TM4"
"2665","425",7,8.63,NA,8.63,15.91,NA,NA,13.959,NA,38.499,0,6,2,2016-05-06,2016-07-08,63,"TM4"
"2666","425",8,4.69,NA,4.69,16.47,NA,NA,7.878,NA,29.038,0,6,2,2016-05-06,2016-07-15,70,"TM4"
"2667","425",9,0,NA,0,12.601,0.392,NA,11.876,NA,24.869,0,6,2,2016-05-06,2016-08-05,91,"TM4"
"2668","426",1,0.8671,0.8671,NA,0.1977,NA,NA,NA,NA,1.0648,0,6,2,2016-05-06,2016-05-27,21,"RIJC264"
"2669","426",2,3.8926,3.1072,0.7854,1.5083,NA,NA,NA,NA,5.4009,0,6,2,2016-05-06,2016-06-03,28,"RIJC264"
"2670","426",3,10.605,4.85,5.755,5.162,NA,NA,NA,NA,15.767,0,6,2,2016-05-06,2016-06-10,35,"RIJC264"
"2671","426",5,28.143,8.8525,19.2905,13.5305,NA,NA,NA,NA,41.6735,0,6,2,2016-05-06,2016-06-24,49,"RIJC264"
"2672","426",6,30.25,NA,30.25,34.16,NA,NA,8.41,NA,72.82,0,6,2,2016-05-06,2016-07-01,56,"RIJC264"
"2673","426",7,33.29,NA,33.29,40.62,NA,NA,12.614,NA,86.524,0,6,2,2016-05-06,2016-07-08,63,"RIJC264"
"2674","426",8,16.57,NA,16.57,41.44,2.198,11.771,7.128,NA,79.107,0,6,2,2016-05-06,2016-07-15,70,"RIJC264"
"2675","426",11,0.45,NA,0.45,30.14,0.753,0.116,6.772,NA,38.231,0,6,2,2016-05-06,2016-07-28,83,"RIJC264"
"2676","427",1,0.3352,0.3352,NA,0.1127,NA,NA,NA,NA,0.4479,0,6,2,2016-05-06,2016-05-27,21,"RIJC205"
"2677","427",2,2.109,1.309,0.8,0.87,0,NA,0,NA,2.979,0,6,2,2016-05-06,2016-06-03,28,"RIJC205"
"2678","427",3,4.58,2.17,2.41,3.04,NA,NA,NA,NA,7.62,0,6,2,2016-05-06,2016-06-10,35,"RIJC205"
"2679","427",4,11.61,3.32,8.29,8.82,NA,NA,NA,NA,20.43,0,6,2,2016-05-06,2016-06-17,42,"RIJC205"
"2680","427",5,7.75,1.838,5.912,9.408,NA,NA,NA,NA,17.158,0,6,2,2016-05-06,2016-06-24,49,"RIJC205"
"2681","427",6,10.25,NA,10.25,20.3,NA,NA,NA,NA,30.55,0,6,2,2016-05-06,2016-07-01,56,"RIJC205"
"2682","427",7,22.29,NA,22.29,51.32,0.33,2.43,NA,NA,76.37,0,6,2,2016-05-06,2016-07-08,63,"RIJC205"
